Título;Descrição;Gênero;Nota
As Bem-Armadas;Um tenso Agente Especial do FBI faz par com um policial desbocado de Boston para derrubar um cruel traficante.;Ação,Comédia,Policial;6.6
Mamãe & Papai;"Lena, uma jovem imigrante polonesa que trabalha como limpador em um aeroporto, é convidado para a casa da família de um colega de trabalho, que se torna sinistro rapidamente, pois a família pretende ""adotá-la"".";Terror,Suspense;5.9
Sete Oportunidades;Um homem descobre que herdará uma fortuna se se casar às 19h naquela noite.;Comédia,Romance;7.8
Um Caso de Amor;Um jovem escritor tenta impressionar uma garota que encontra on-line com um perfil embelezado, mas se encontra numa verdadeira confusão quando ela se apaixona por ele e tem que mantê-lo assim.;Comédia,Romance;5.6
Azumi;Levantada para lidar com a morte de sangue frio, a menina adolescente assassina Azumi deve derrotar três senhores da guerra do mal, enquanto também luta contra seu próprio coração.;Ação,Aventura,Drama;6.8
A Trapaça;Um funcionário de uma empresa com um lucrativo processo secreto está tentado a traí-la. Mas há mais coisas envolvidas.;Drama,Mistério,Suspense;7.2
Sr. Sherlock Holmes;Um idoso e aposentado Sherlock Holmes lida com demência precoce, enquanto tenta se lembrar do seu último caso, e uma mulher misteriosa, cuja memória o persegue. Ele faz amizade com um fã, que quer que ele volte a trabalhar.;Drama,Mistério;6.8
As Quatro Plumas;Um oficial britânico renuncia ao seu posto pouco antes da batalha e, posteriormente, recebe quatro penas brancas de seus amigos e noiva como símbolos do que eles acreditam ser sua covardia.;Ação,Aventura,Drama;6.5
A Vaca;Um antigo aldeão profundamente apaixonado por sua vaca vai para a capital por um tempo.Enquanto ele está lá, a vaca morre e agora os moradores têm medo de sua possível reação a ela quando ele voltar.;Drama;7.9
Duna;O filho dum duque lidera aos guerreiros contra o emperador galáctico e liberar seu mundo do seu reinado.;Ação,Aventura,Ficção científica;6.3
Império do Sol;Um jovem inglês luta para sobreviver á ocupação japonesa durante a Segunda Guerra Mundial.;Drama,História,Guerra;7.7
Marwencol;"Documentário sobre Mark Hogancamp.Depois que um ataque cruel o deixa danificado pelo cérebro e quebrou, Mark busca recuperação em ""Marwencol"", uma cidade da era da Segunda Guerra Mundial em 1/6 da Escala que ele cria em seu quintal.Inspirou o filme BEM-Vindos A Marwen (2018)";Documentário,Biografia,Fantasia;7.5
Mestre Kam: A Lenda;Um artista marcial/médico rouba as autoridades corruptas como um ladrão mascarado para dar aos pobres, enquanto outro artista marcial/médico é forçado a caçá -lo.Mas uma grande ameaça os une como um monge poderoso e traidor Shaolin assume as autoridades.;Ação,Policial,Drama;7.5
Amor por Contrato;Uma família aparentemente perfeita muda-se para um bairro suburbano, mas, com relação ao verdadeiro o motivo de estarem morando ali, eles não são honestos com seus vizinhos.;Comédia,Drama;6.4
Cadê a Minha Entrega?;Donald Faison interpreta um entregador infeliz que se vê no centro de um negócio de drogas que deu errado na Nex Day Air, uma comédia de ação com um elenco de astros.;Ação,Comédia,Policial;5.7
Uma Boa Ação;O empresário Wesley Deeds é sacudido de sua vida quando conhece Lindsey, uma mãe solteira que trabalha com a equipe de limpeza em seu prédio de escritórios.;Comédia,Drama,Romance;5.6
Alvo Duplo;Após ver seus respectivos parceiros morrerem, um homem de Nova Orleans e um detetive de Washington, formam uma aliança para derrubar seu inimigo comum.;Ação,Policial,Suspense;5.7
A Experiência;Um grupo de cientistas tenta rastrear e capturar uma assassina alienígena antes que ela acasale com um humano.;Ação,Terror,Ficção científica;5.8
Depois dos 30;Um noivo e seus três melhores homens viajam para o Outback australiano para um casamento.;Comédia,Romance;5.6
Olho por Olho;Depois de sobreviver a um estupro e assalto, uma empresária de meia idade e seu namorado de 23 anos para matar seus atacantes, mas se vêem conflitando em realizar seus planos.;Policial,Drama,Terror;5.5
Amar foi Minha Ruína;"Um escritor se apaixona por uma jovem ""socialite"" e eles logo se casam. Mas seu amor obsessivo por ele ameaça destruí-los a ambos e a todos ao seu redor.";Drama,Filme noir,Romance;7.6
Mad Max;Em um mundo autodestrutivo, um policial australiano pretende deter um grupo violento de motociclistas.;Ação,Aventura,Ficção científica;6.8
Noroeste;Em uma praia da ilha, uma mulher promete vingar a morte de seu irmão nas mãos de um líder pirata.Com a ajuda, a mulher espia os piratas e depois consegue um emprego como guarda -costas do líder pirata.;Aventura,Drama,Fantasia;6.8
Madagascar;Um grupo de animais que passou a vida toda num zoológico de Nova York acaba nas selvas de Madagascar e deve se adaptar a viver selvagemente.;Animação,Aventura,Comédia;6.9
Bandidas;No México da virada do século, duas mulheres muito diferentes se tornam uma dupla de assaltantes de bancos, num esforço para combater um agente implacável que aterroriza sua cidade.;Ação,Comédia,Policial;5.7
Let's Get Lost;Documentário sobre a vida do trompetista de jazz e viciado em drogas Chet Baker.Fascinante série de entrevistas com amigos, familiares, associados e amantes, intercalados com o filme da vida anterior de Baker e algumas performances modernas.;Documentário,Biografia,Musical;7.8
Positivamente Millie;Na cidade de Nova York, durante os vinte e poucos anos, a missão auto-nomeada de Millie Dillmount de Millie Dillmount de se casar com seu chefe é complicada por escravos brancos e amor verdadeiro.;Comédia,Musical,Romance;6.8
Juan dos Mortos;Um grupo de vagabundos é confrontado por um exército de zumbis. O governo cubano e a mídia afirmam que os mortos-vivos são dissidentes que se rebelam contra o governo.;Ação,Comédia,Terror;6.4
S.O.S. do Amor;Em um cruzeiro do Caribe, Jenny é abandonada em uma praia com seu ídolo de rock and roll.Delirantemente apaixonada pela idéia de tempo sozinha com ele, ela consegue esconder o fato de que estão a poucos passos de seu resort.;Aventura,Comédia,Romance;4.8
Santouri;Não sendo capaz de trabalhar por causa do preconceito do país religioso contra a música, um talentoso jogador de Santour tem que lidar com a pobreza, o vício e a ausência de sua ex-esposa.;Drama,Musical,Romance;7.5
Beijando Jessica Stein;Uma mulher procurando o homem perfeito descobre a mulher perfeita.;Comédia,Drama,Romance;6.6
Wrong;Dolph Springer acorda uma manhã para perceber que perdeu o amor de sua vida, seu cachorro, Paul.Durante sua busca para recuperar Paulo (e sua vida), Dolph muda radicalmente a vida dos outros - arriscando sua sanidade o tempo todo.;Comédia,Mistério;6.2
Parque do Inferno;Um assassino em série mascarado transforma um parque de diversões temático de horror em seu próprio parque de diversões, aterrorizando um grupo de amigos enquanto o resto dos patrões acredita que tudo isso faz parte do espetáculo.;Terror,Suspense;5.5
Traição;Durante sua festa de 50 anos, organizada por sua esposa, a vida de Remco toma um rumo pior. Seus parceiros comerciais estão tramando negócios nas suas costas, e sua ex-amante aparece grávida.;Comédia,Drama,Romance;6.1
Action Jackson;A Vengeance leva um policial difícil de Detroit a permanecer na trilha de um magnata automático faminto por poder, que eliminando sistematicamente sua competição.;Ação,Comédia,Policial;5.5
Os Infelizes;Um romancista de trinta e poucos anos e pai iminente relembra seus anos muito formativos no infeliz e alcoólico de sua juventude nos anos 80, na Bélgica, na Bélgica.;Comédia,Drama;7.3
Trama Fantasma;Nos anos cincuenta em Londres, Reynolds Woodcock é um famoso costureiro que se apaixona por a Alma, e se volta sua musa e amante.;Drama,Romance;7.4
Onde Está Megan?;Duas adolescentes conhecem um predador infantil na internet.;Drama,Terror,Suspense;4.6
O Rei e o Pássaro;Uma chaminé e uma pastora procuram escapar das garras de um rei tirânico.;Animação,Família,Fantasia;7.7
Segredos de Sangue;Depois que o pai da Índia morre, seu tio Charlie, que ela nunca soube que existia, passa a morar com ela e sua mãe instável. Ela chega a suspeitar que esse homem misterioso e encantador esconde motivos e se apaixona cada vez mais por ele.;Drama,Suspense;6.8
Lilo & Stitch;Uma garota havaiana adota um animal de estimação incomum que, na verdade, é um alienígena fugitivo.;Animação,Aventura,Comédia;7.3
2067;A viagem de um homem para o futuro para salvar um mundo moribundo.;Mistério,Ficção científica;4.9
Noite de Reis;A comédia de Shakespeare de confusão de gênero, na qual uma garota se disfarça de homem de estar perto da contagem que ela adora, apenas para ser perseguida pela mulher que ama.;Comédia,Drama,Romance;7.1
Lenda Urbana;Um estudante universitário suspeita que uma série de mortes estranhas estão relacionadas a certas lendas urbanas.;Terror,Mistério,Suspense;5.6
A Maldição;Um advogado obeso é amaldiçoado por um cigano para perder peso rapidamente e de forma incontrolável.;Fantasia,Terror;5.8
Cactus Jack, o Vilão;Diante da forca, um assaltante de banco faz um acordo com o banqueiro corrupto para evitar a execução em troca de uma tarefa suja.;Comédia,Faroeste;5.3
Mutluluk;Quando uma adolescente solteira acredita -se em sua família para desistir de sua virgindade, ela é ordenada a ser morta por vergonha.Mas antes que seu parente seja capaz de concluir a tarefa, os dois encontram um professor universitário.;Drama;7.5
O Prisioneiro de Zenda;Um inglês de férias ruritarias deve se passar pelo rei quando o legítimo monarca, um primo distante, é drogado e sequestrado.;Aventura,Drama,Romance;7.6
Zhivyot takoy paren;A história de um motorista de caminhão Altai, uma pessoa gentil e extrovertida, que ama a vida.Mas acontece que ele também pode ser um herói, quando impede a explosão de um caminhão a gasolina arriscando sua vida.;Comédia,Romance;7.7
Norma Rae;Uma jovem mãe solteira e trabalhadora têxtil concorda em ajudar a sindicalizar sua fábrica, apesar dos problemas e perigos envolvidos.;Drama;7.3
Operação Valquíria;Dramatização sobre a tentativa de golpe e assassinato de Hitler em 20 de julho de 1944, levada a efeito por oficiais do Exército Alemão desesperados para pôr um fim na Segunda Guerra Mundial.;Drama,História,Suspense;7.1
Corpos Ardentes;No meio de uma onda de calor escaldante da Flórida, uma mulher convence seu amante, um advogado de cidade pequena, a assassinar seu marido rico.;Policial,Drama,Romance;7.4
La escopeta nacional;Jaume Canivell, fabricante catalão de carregadores mecânicos, acompanha seu amante em uma caçada para se relacionar com pessoas importantes.A fazenda onde está organizada está cheia de personagens estranhos.;Comédia;7.3
Os Bandidos do Tempo;Um garoto acidentalmente se junta a um bando de anões que viajam no tempo, enquanto pulam de época em época procurando tesouros para roubar.;Aventura,Comédia,Fantasia;6.9
Traídos pelo Desejo;Um soldado britânico é sequestrado por terroristas de raiva e faz amizade com um de seus captores.;Policial,Drama,Romance;7.2
Cruzes de Madeira;A Primeira Guerra Mundial começa e um jovem se pede para lutar por seu país.;Drama,Guerra;7.7
Frost/Nixon;Três anos após sair da Casa Branca, Nixon vai dar uma entrevista ao jovem David Frost, para se reabilitar e voltar à política. Mas o que se seguiu foi um duelo televisivo seguido por milhões de pessoas ao longo de quatro noites.;Biografia,Drama,História;7.7
Pearl Jam Twenty;Um documentário sobre a banda Pearl Jam que marca o 20º aniversário no ano de 2011.;Documentário,História,Musical;8.2
Todos Porcos;Um jovem bandido decide trabalhar para uma organização criminosa que está se separando.;Ação,Comédia,Policial;7.5
A Estratégia da Aranha;Um homem volta ao lugar onde seu pai foi assassinado e tenta encontrar o fechamento.Mas ele se encontra em uma situação semelhante ao seu falecido pai.;Drama,Mistério;6.9
Insiang;A vida de uma jovem que vive com a mãe nas favelas de Manila se torna insuportável quando o jovem namorado de sua mãe se muda com eles.;Drama;7.5
Cisne Negro;Uma bailarina luta para manter sua sanidade trás obtener o papel principal no Lago dos Cisnes.;Drama,Suspense;8.0
Metaal en melancholie;Em 1992, o Peru estava emergindo de um de seus momentos mais sombrios de toda a sua história republicana (1821- em diante).Um colapso econômico cataclísmico e mais de 10 anos de morte e conflito provocados pela guerrilha de Setero Luminoso deixaram cicatrizes profundas na população peruana.Além disso, Alberto Fujimori acabara de dissolver o Congresso e o Senado para obter ...;Documentário,Drama;7.9
As Palavras;Um escritor no auge de seu sucesso literário descobre o alto preço que ele deve pagar por roubar a obra de outra pessoa.;Drama,Mistério,Romance;7.0
Não me Toque;Após a agitação civil de maio de 1968 na França, um surdo-mudo e um vigarista tropeçam ao mesmo tempo nos resquícios de uma sociedade secreta.;Drama,Mistério;7.5
Der Verlorene;O cientista alemão mata sua noiva durante a Segunda Guerra Mundial, quando descobre que ela está vendendo os resultados de sua pesquisa secreta ao inimigo.;Policial,Drama,Suspense;7.0
Khartoum;No Sudão Anglo-Egípcio surgiu um pregador que se declarou o Messias do Islão: o Mahdi. Decidido a impedir um massacre, o governo britânico envia o General Gordon numa missão quase impossível: defender a cidade de Cartum.;Ação,Aventura,Drama;6.8
Jogada de Verão;Uma menina rica cuja família passa os verões no Cape Cod tem um caso com um pobre rapaz local que espera tornar-se um jogador da liga principal de beisebol.;Comédia,Drama,Romance;5.0
Velocidade Máxima 2;Um hacker de computador invade o sistema do navio cruzeiro Seabourn Legend, e o coloca em rota de colisào com um gigantesco petroleiro.;Ação,Aventura,Policial;3.9
It's Entertainment;Akhil, um azarão e um fracasso, sabe que seu verdadeiro pai é um rico comerciante de diamantes que acabou de falecer.Quando ele vai recuperar sua riqueza, ele descobre que um cachorro a herdou.;Ação,Comédia,Drama;4.4
Hungama;A história de um monte de desajustados cujo equívoco sobre os dois tempos acaba em uma série de resultados caóticos, mas cômicos.;Comédia,Drama,Romance;7.6
Cidade do Crime;As vidas de três residentes de Staten Island em Nova York se cruzam enquanto eles lutam para progredir.;Comédia,Policial,Drama;5.9
O Homem Sem Passado;M chega a Helsinque apenas para ser atacado por bandidos e declarado morto por médicos. Ele revive, mas sem memória de seu passado ou de sua identidade. Ele reconstrói sua vida a partir do zero, mas o passado inevitavelmente o alcança.;Comédia,Drama,Romance;7.6
Só Nos Resta Chorar;Nos anos 80, dois amigos acordam misteriosamente no século X e, desajeitadamente, tentam se misturar com a sociedade da época.;Comédia,Fantasia;7.6
Escola de Rock;Depois de sair de sua banda de rock, Dewey Finn se torna num professor substituto de uma escola particular e tenta transformá-los em uma banda de rock.;Comédia,Musical;7.2
Chemi bednieri ojakhi;Em uma sociedade patriarcal, uma família vive com três gerações baixo o mesmo teto. Todos ficam surpresos quando Manana, de 52 anos, decide sair da casa e viver sozinha. Sem sua família, ela começa uma viagem para o desconhecido.;Drama;7.4
A Mulher do Dia;Os repórteres rivais Sam e Tess se apaixonam e se casam, apenas para encontrar seu relacionamento tenso quando Sam se ressente do estilo de vida agitado de Tess.;Comédia,Drama,Romance;7.2
Os 6 Ridículos;Um bandido que foi criado por nativos americanos descobre que ele tem cinco meio-irmãos, Juntos, os homens partem em uma missão para encontrar seu pai desobediente e impassível.;Ação,Aventura,Comédia;4.8
Gunga Din;Na à ndia do século XIX, três soldados britânicos e um portador de água nativo devem parar um reavivamento em massa secreto do culto Thuggee assassino antes que ele possa invadir a terra.;Aventura,Comédia,Guerra;7.2
Desonrada;O Serviço Secreto austríaco envia seu agente mais sedutor para espionar os russos.;Drama,Romance,Guerra;7.2
Rota Suicida;Um policial duro, mas medíocre, é designado para escoltar uma prostituta sob custódia de Las Vegas a Phoenix, para testemunhar em um julgamento da máfia, porém muitas pessoas estão literalmente apostando que não chegarão vivos à cidade.;Ação,Policial,Suspense;6.4
Um Tira da Pesada II;Axel Foley retorna a Beverly Hills para ajudar Taggart e Rosewood a investigar o tiroteio do chefe Bogomil e uma série de crimes associados a ele.;Ação,Comédia,Policial;6.5
Quem Sabe?;Tipos cultivados de espírito rápido e bem lidos giram um pelo outro em um delicioso pot-papourri de teatro, romantismo e roubo.;Comédia,Policial,Drama;6.9
O Martelo das Bruxas;Nos anos 1600, um clero excessivamente zeloso transporta mulheres inocentes em frente aos tribunais, obriga -as a confessar a bruxaria imaginária e se envolve em tortura brutal e perseguição a seus súditos.;Drama,História,Terror;7.8
Bolas em Pânico;O ex-fenômeno profissional de pingue-pongue, Randy Daytona, é sugado para um turbilhão quando o agente do FBI Ernie Rodriguez o recruta para uma missão secreta.Randy está determinado a se recuperar e vencer, e a fumar o assassino de seu pai-Feng, Feng.;Comédia,Policial,Esportes;5.3
Convenção das Bruxas;Uma criança pequena se depara com uma convenção de bruxa e deve detê-la, mesmo depois de ele se tornar um rato.;Aventura,Comédia,Família;6.8
Trágica Obsessão;Um rico empresário de Nova Orleans fica obcecado por uma jovem que se parece com sua esposa.;Drama,Mistério,Suspense;6.7
Public Speaking;Um documentário estrelado por Fran Lebowitz, uma escritora conhecida por sua visão única da vida moderna.O filme tece juntos monólogos extemporâneos com imagens de arquivo e o efeito é um retrato da visão de mundo e experiências de Fran.;Documentário;7.7
As Tartarugas Ninjas;Quatro tartarugas ninjas mutantes adolescentes emergem das sombras para proteger a cidade de Nova Iorque.;Ação,Aventura,Comédia;6.7
Um Crime de Paixão;Um padre no LAM aborda um bando de atores viajantes, que descobre um assassinato e tenta resolvê -lo recriando o crime em uma peça.;Policial,Drama,Mistério;6.4
Corações Perdidos;Doug e Lois tiveram o casamento abalado devido a uma tragédia familiar, ocorrida anos atrás. Após conhecer a Mallory, uma jovem dançarina de strip club, o casal redescobre o real motivo que os uniu.;Drama;6.9
Sócios no Amor;Uma mulher não pode decidir entre dois homens que a amam, e o trio concorda em tentar viver juntos em um relacionamento amigável platônico.;Comédia,Romance;7.4
A Terceira Geração;Uma sátira muito anárquica da guerra de guerrilha urbana, na qual um bando de radicais de esquerda inadvertidamente se torna fantoches do governo da Alemanha Ocidental, que os usa para justificar suas políticas autoritárias.;Policial,Drama;6.8
O Retorno;Uma jovem do futuro força um atirador local a ajudá -la a parar uma invasão alienígena iminente que acabará com a raça humana.;Ação,Aventura,Ficção científica;6.4
India: Matri Bhumi;Várias histórias que retratam as paisagens e a fauna da Índia são misturadas com imagens documentais.;Documentário,Drama;7.2
Garota Veneno;Uma adolescente atraente e popular, que é mesquinha com os outros, se encontra no corpo de um homem mais velho e deve encontrar uma maneira de voltar ao seu corpo original.;Comédia,Fantasia;5.5
O Caminho do Arco-Íris;Um imigrante irlandês e sua filha se mudam para uma cidade no sul americano com um pedaço mágico de ouro que mudará a vida das pessoas, incluindo um agricultor e cidadãos afro -americanos ameaçados por um político fanático.;Família,Fantasia,Musical;6.1
Bullet Ballet;Um homem vê que sua vida mudou para sempre quando sua noiva se atira.Deixado, ele quer por todos os meios para obter uma arma de destruição e se vê pega no meio de um grupo violento de jovens punks cruéis.Eles primeiro o espancaram severamente e depois ele busca vingança com o punho, depois com uma arma.Tudo a partir de então é uma espiral descendente completa.;Policial,Drama,Ficção científica;6.9
Assassino Invisível;Um assassino em série encapuzado aterroriza os residentes de uma pequena cidade de Arkansas.;Policial,Drama,Terror;6.0
007 Contra Spectre;Uma mensagem enigmática leva ao James Bond numa misteriosa organização terrorita chamada Spectre.;Ação,Aventura,Suspense;6.8
O Amor Custa Caro;Miles é um advogado especialista em divórcios, famoso por fazer acordos pré-nupciais à prova de fraudes. Marylin é uma bela mulher especialista em divorciar-se, e por quem ele comete o erro de se apaixonar. Haverá amor em meio ao lucro?;Comédia,Policial,Romance;6.3
Eva - Um Novo Começo;Um gênio tímido é contratado por sua antiga universidade para projetar o software de um robô.;Aventura,Drama,Fantasia;6.6
Aprovados;Um preguiçoso do ensino médio que é rejeitado por todas as escolas em que se inscreve escolhe criar sua própria instituição de ensino superior, o Instituto de Tecnologia South Harmon, em uma propriedade perto de sua cidade natal.;Comédia;6.4
Por uma Boa Briga;Dois melhores amigos e ex -candidatos médios viajam para Las Vegas para lutar pela primeira vez.;Comédia,Drama,Esportes;5.5
Veludo Azul;A descoberta de um ouvido humano encontrado em um campo leva um jovem a uma investigação relacionada a uma bela cantora de clube e a um grupo de criminosos psicopatas que seqüestraram seu filho.;Policial,Drama,Mistério;7.7
Daunbailó;Dois homens são incriminados e enviados à prisão, onde encontram um assassino que os ajuda a escapar e sair do estado.;Comédia,Policial,Drama;7.7
Amazing Grace;Um documentário com Aretha Franklin e o coral da New Bethel Baptist Church em Watts, Los Angeles, em janeiro de 1972.;Documentário,Musical;7.5
Garazh;A reunião da Cooperativa de Garagem deve excluir quatro membros próprios por causa do edifício de uma nova rodovia.Após a reunião, fica claro que a porta de saída é fechada por um dos membros, que exige uma solução equitativa.;Comédia,Drama;8.1
Deixe-me Viver;Um adolescente viaja através de uma série de lares adotivos depois que sua mãe vai para a prisão por cometer um crime passional.;Drama;7.1
Desejo e Perigo;Na era da Segunda Guerra Mundial, uma jovem, é envolvida em um perigoso jogo de intriga emocional com uma poderosa figura política.;Drama,História,Romance;7.5
Gigantes de Aço;Em breve, o boxe robotizado é um esporte de alto nível. Um ex-combatente sente que encontrou um campeão em um robô descartado.;Ação,Drama,Ficção científica;7.0
Colateral;Um taxista se vê como refém de um assassino contratado quando faz uma rodada de golpe durante uma noite em Los Angeles.;Ação,Policial,Drama;7.5
Minyeo-neun goerowo;Uma menina talentosa, mas obesa, que canta como um fantasma para uma estrela pop não tão talentosa, passa por uma cirurgia plástica extensa para se tornar uma beleza esbelta com uma nova identidade.;Comédia,Drama,Musical;6.7
11-11-11;Após a morte de sua esposa e filho, um autor viaja a Barcelona para ver seu irmão e pai moribundo, onde descobre que sua vida é atormentada por eventos que ocorrem em 11/11/11.;Terror,Mistério,Suspense;3.9
Fogos de Artifício;Nishi deixa a polícia diante de dificuldades pessoais e profissionais angustiantes. Espiralando em depressão ele toma decisões questionáveis.;Policial,Drama,Romance;7.7
O Homem Invisível;Um cientista encontra uma maneira de se tornar invisível, mas ao fazer isso, ele fica mortalmente louco.;Terror,Ficção científica;7.6
Como Fazer Bebês;Uma comédia sobre um casal (Hugh Laurie e Joely Richardson) que estão tentando conceber uma criança.;Comédia,Romance;5.6
Aankhen;Depois que um homem temperamental é despojado sem cerimônia de seus deveres como gerente do banco, ele decide buscar vingança roubando o banco.Ele treina três cegos para fazer essa tarefa arriscada para ele.;Policial,Drama,Suspense;7.4
Um Brinde À Amizade;Luke e Kate são colegas de trabalho em uma cervejaria e passam suas noites bebendo e flertando. Um fim de semana com seus entes queridos prova quem realmente pertence e quem não pertence.;Comédia,Drama,Romance;6.1
Psicopata Americano;Um rico inversor na cidade de Nova Iorque, Patrick Bateman, esconde seu ego psicópata de seus colegas e amigos enquanto faz realidade suas violentas e hedonísticas fantasías.;Policial,Drama,Terror;7.6
A Irmandade;Um criminal da Playboy entra em contato com seu pai depois de roubar um ovo de faberge.Mais tarde, parece que seu pai desapareceu em Israel, então ele vai para lá.Seu desaparecimento está ligado à seita religiosa: a ordem.Muitas cenas de luta e perseguição.;Ação,Aventura,Comédia;4.6
Banzé no Oeste;A fim de arruinar uma cidade ocidental, um político corrupto nomeia um Xerife negro, que prontamente se torna seu adversário mais formidável.;Comédia,Faroeste;7.7
Loft;Cinco amigos íntimos, todos se casaram, compartilham um loft para conhecer suas amantes.Um dia eles encontram o corpo de uma jovem mulher no loft.Como existem apenas cinco chaves para o loft, os cinco homens começam a se suspeitar de assassinato.;Policial,Drama,Mistério;7.3
Globo de Prata;Uma equipe de astronautas desembarca em um planeta habitável e forma uma sociedade. Muitos anos mais tarde, um único astronauta é enviado ao planeta e se torna um messias.;Aventura,Drama,Fantasia;7.2
O Grande Gatsby;Um escritor e negociante do Wall Street, Nick, se ve envolvido no paso e estilo de vida do seu vizinho millionário Jay Gatsby.;Drama,Romance;7.2
Paris, Te Amo;Nos distritos de Paris, o amor é velado, revelado, imitado, reinventado e despertado.;Comédia,Drama,Romance;7.2
No Mundo de 2020;Em um mundo devastado pelo efeito estufa e pela superpopulação, um detetive da polícia de Nova York investiga o assassinato do presidente executivo de uma grande empresa.;Policial,Mistério,Ficção científica;7.0
Em Seu Lugar;Rose rompe laços com sua irmã festeira, Maggie, por causa de uma indiscrição envolvendo seu namorado. A sensação de frieza é quebrada com a chegada de Ella, a avó que nenhuma das irmãs sabia que existia.;Comédia,Drama,Romance;6.5
Amor sem Fim;Um estudante do ensino médio está apaixonado por uma garota, mas as circunstâncias e seus pais permanecem entre eles.;Drama,Romance;4.9
A Primeira Página;Um editor impiedoso tenta fazer com que o seu melhor repórter cubra mais uma história de crime antes de se reformar.;Comédia,Drama,Romance;7.3
Hanna;Uma menina de dezesseis anos que foi criada por seu pai para ser a assassina perfeita é enviada numa missão pela Europa.;Ação,Aventura,Drama;6.8
O Escorpião Rei;Numa época antiga, o terrível rei Memnon governa a cidade de Gomorra massacrando os seus opositores. Mas a sua tirania leva Mathayus, um mercenário, a pegar em armas contra ele, sendo ferido com uma flecha envenenada.;Ação,Aventura,Fantasia;5.5
Meu Marido de Batom;Um criminoso bissexual pequeno chamado Bob encontra um casal discutindo em um bar.Bob termina a luta e passa a seduzir primeiro a esposa e depois o marido.Então Bob ensina o casal a ser assaltantes e eles se juntam a ele em suas façanhas criminais.;Comédia,Policial,Drama;6.9
Fazendo História;Uma turma indisciplinada de adolescentes talentosos e encantadores são ensinados por dois professores excêntricos e inovadores, enquanto seu diretor insiste para que todos sejam aceitos em Oxford ou Cambridge.;Comédia,Drama,Romance;6.8
O Inferno de Dante;Um vulcanologista chega a uma cidade rural nomeada como o segundo melhor lugar para viver nos Estados Unidos, mas descobre que um vulcão adormecido, pode acordar em qualquer momento.;Ação,Aventura,Suspense;6.0
Jogada de Rei;O ex-delinquente Eugene Brown estabelece um Clube de Xadrez para adolescentes do interior da cidade em Washington, D.C.;Drama;6.9
Labirinto dos Sonhos;O maestro de ônibus Tomiko se apaixona pelo motorista Niitaka, apesar de também suspeitar que ele seja um assassino em série que matou suas maestroes depois de cansar delas.;Mistério,Romance,Suspense;7.3
O Último Concerto;Membros de uma luta mundial de quarteto de cordas para permanecer juntos diante da morte, egos concorrentes e luxúria insuppressível.;Drama,Musical;7.1
O Retorno;Em um território selvagem da Rússia, dois irmãos enfrentam uma série de emoções novas e conflitantes quando seu pai - um homem que eles conhecem apenas através de uma única fotografia - reaparece.;Drama;7.9
Ponette;Uma menina de quatro anos tenta aceitar a morte súbita de sua mãe.;Drama;7.5
Guerra Fria;Nos anos 50, um diretor musical se apaixona por um cantor e tenta persuadi-la a deixar a Polônia comunista e ir para a França.;Drama,História,Musical;7.5
Tempos de Violência;Um drama duro sobre dois amigos no centro sul de Los Angeles e a violência que existe entre eles.;Ação,Policial,Drama;6.8
Kung-Fusão;"Em Xangai, China, na década de 1940, um aspirante a gangster aspira a se juntar à famosa ""Axe Gang"", enquanto os moradores de um conjunto habitacional exibem poderes extraordinários para defender seu território.";Ação,Comédia,Fantasia;7.7
Uma Jogada do Destino;Quatro jovens amigos, enquanto levam um atalho a caminho de uma luta de boxe local, testemunhe um assassinato brutal que os deixa correndo por suas vidas.;Ação,Policial,Drama;6.6
A Maleta Fatídica;Através de uma série de coincidências bizarras, um artista se vê falsamente acusado de assalto e assassinato bancário e é perseguido pelas autoridades e pelos verdadeiros assassinos.;Policial,Drama,Filme noir;7.2
A Grande Escolha;No Draft da NFL, o treinador Sonny Weaver tem a oportunidade de reconstruir sua equipe ao trocar pela escolha número um. Ele deve decidir o que está disposto a sacrificar em um dia de mudança de vida para algumas centenas de jovens com sonhos na NFL.;Drama,Esportes;6.8
Jodhaa Akbar;Uma história de amor do século XVI sobre um casamento de aliança que deu à luz o verdadeiro amor entre um grande imperador Mughal, Akbar e uma princesa de Rajput, Jodha.;Ação,Drama,História;7.5
O ABC da Morte;Uma antologia de 26 capítulos que mostra a morte em toda a sua maravilha cruel e beleza brutal.;Comédia,Terror;4.7
Até a Eternidade;Um acidente quase fatal deixa um amigo no hospital enquanto o resto vai de férias anuais. Mas seus segredos e sua dor pessoal ameaçam destruí-los.;Comédia,Drama;7.1
A Saga Viking;Um bando de vikings cruza as linhas inimigas e uma corrida em pânico começa.Os perdedores pagarão com suas vidas.;Ação,Drama,História;5.4
A V!da Acontece;Uma comédia centrada em dois melhores amigos, Kim e Deena, que lutam para manter a normalidade em suas vidas depois que Kim engravida e tem um bebê.;Comédia;5.6
Paixão Proibida;Rússia, 1820: Onegin herda a propriedade rural de seu tio e se muda para lá de São Petersburgo.Ele faz amizade com seu vizinho, Lensky, e conhece Tatyana através dele.Ela se apaixona por Onegin, mas ele só quer amizade.;Drama,Romance;6.8
Dark Star;Nos confins do espaço, uma pequena tripulação, 20 anos após sua missão solitária, descobre que as coisas estão começando a dar muito errado.;Comédia,Ficção científica;6.2
