Título;Descrição;Gênero;Nota
Don Juan DeMarco;Um psiquiatra deve curar um paciente jovem que se apresenta como Don Juan, o melhor amante do mundo.;Comédia,Drama,Romance;6.7
Pânico 4;Dez anos se passaram, e Sidney Prescott quem amelhoro graças a escritura, é visitada pelo assassino Ghostface.;Terror,Mistério;6.2
Antiga Alegria;Dois velhos amigos se reúnem para acampar nas montanhas das Cascatas, no Óregon.;Drama;6.8
Uma Escola Muito Louca;To achieve his dream of attending Harvard, a pampered teen poses as a young black man to receive a full scholarship.;Comédia,Romance;5.3
Charada em Veneza;In Venice, a millionaire hires an actor to help him prank three greedy ex-girlfriends into thinking he's dying and leaving his fortune to one of them.;Comédia,Policial,Mistério;6.8
A Antena;A remote Australian community, populated by quirky characters, plays a key role in the first Apollo moon landing.;Comédia,Drama,História;7.2
Minha Nova Vida;Uma garota americana, enviada ao campo inglês para ficar com parentes, encontra amor e propósito enquanto luta pela sobrevivência em meio da guerra que se envolve ao seu redor.;Ação,Aventura,Drama;6.4
O Grande Assalto;Uma mulher é libertada da prisão, uma assaltante de banco especialista que quer assentar e seguir em frente, mas seu oficial de liberdade condicional e seu antigo empregador tentam fazer com que ela faça mais um assalto.;Policial,Drama,Suspense;5.5
Endemoniada;Uma mulher sujeita a abuso mental, físico e sexual em uma ilha remota busca uma saída.;Drama,Terror,Suspense;7.3
Star Spangled to Death;Star Spangled to Death is a 2004 experimental film directed by Ken Jacobs, consisting almost entirely of archive footage, depicting the history of the United States in film.;Documentário,História;7.2
Adrenalina Máxima;Vários yakuzas de Tóquio são enviados a Okinawa para ajudar a acabar com uma guerra entre gangues. A guerra se intensifica e os vagabundos de Tóquio decidem se esconder na praia.;Ação,Comédia,Policial;7.5
Lágrimas do Sol;Um comandante de Operações Especiais lidera sua equipe na selva nigeriana para resgatar uma médica que só se juntará a eles se eles concordarem em salvar também 70 refugiados.;Ação,Drama,Suspense;6.6
Sob a Pele;Uma jovem misteriosa seduz homens solitários à noite na Escócia. No entanto, os eventos a levam a iniciar um processo de autodescoberta.;Drama,Terror,Mistério;6.3
O Duelo;A mentally-disturbed flower seller starts killing young girls on the streets of Belgrade. While the frustrated police inspector is trying to stop him, an aspiring musician finds his life and work deeply intertwined with that of a killer.;Comédia,Policial,Terror;8.1
Meus 533 Filhos;Enquanto sua amante anuncia sua gravidez, um homem de quarenta e poucos anos recebe outras notícias que mudam sua vida: 142 pessoas entraram com um processo de ação coletiva contra ele, seu pai biológico.;Comédia,Drama,Romance;7.2
Roma de Fellini;Uma procissão de cenas fluidas, desconexas e às vezes caóticas detalhando pessoas e eventos da vida na capital italiana, em sua maioria, baseadas na vida do diretor Federico Fellini.;Comédia,Drama;7.3
Fim dos Tempos;Um professor de ciências, sua esposa e uma jovem lutam para sobreviver a uma praga que faz com que os infectados cometam suicídio.;Aventura,Ficção científica,Suspense;5.0
Mutação;Uma entomologista cria um inseto geneticamente modificado para deter uma praga de baratas em uma metrópole. O que ela não esperava é que, três anos depois, a evolução cumprisse seu papel do modo mais mortal possível.;Terror,Ficção científica;6.0
Tudo por Ela;Mandy Lane é a miúda mais desejada da escola mas nunca cedeu aos rapazes. Um dia, aceita passar o fim de semana numa casa com alguns colegas. Mas um assassino aparece e começa a matar os pretendentes dela, um por um.;Terror,Mistério,Suspense;5.5
O Jardim das Palavras;Um menino de 15 anos e uma mulher de 27 anos fazem uma amizade improvável em um dia chuvoso num jardim.;Animação,Drama,Romance;7.4
Premonição;A clairvoyant woman discovers a skeleton in a wall in her husband's house, and seeks to find the truth about what happened to the victim.;Terror,Mistério,Suspense;6.8
Fuga Alucinada;Down-on-their-luck racers Larry and Deke steal from a supermarket manager to buy a car that will help them advance their racing chances. Their escape does not go as planned when Larry's one-night stand, Mary, tags along for the ride.;Ação,Policial,Suspense;6.6
Eles Vivem;Um vagabundo descobre óculos escuros e descobre que alguns alienígenas tomaram a terra.;Ação,Terror,Ficção científica;7.2
Joy: O Nome do Sucesso;Joy é a história do personagem do título, que se tornou a fundador e a matriarca de uma poderosa dinastia de empresas familiares.;Biografia,Drama;6.6
Perdas e Danos;Um membro do Parlamento se apaixona intensamente pela noiva de seu filho, apesar dos perigos de ser descoberto.;Drama,Romance;6.7
Mortos de Fome;Em um posto militar remoto no século 19, o capitão John Boyd e seu regimento embarcam em uma missão de resgate que toma um rumo sombrio quando são emboscados por um sádico canibal.;Aventura,Terror,Faroeste;6.9
Jogada de Gênio;Robert Kearns takes on the Detroit automakers who he claims stole his idea for the intermittent windshield wiper.;Biografia,Drama;7.0
Dragão Vermelho;Um agente do FBI aposentado debe ajudar a encontar a fada dos dentes, um misterioso assassino.;Policial,Drama,Suspense;7.2
Cinderela;Quando a cruel madrasta de Cinderela a impede de ir ao baile real, ela recebe ajuda inesperada de dois adoráveis ​​ratos e de sua fada madrinha.;Animação,Família,Fantasia;7.3
Flyboys;As aventuras dos Lafayette Escadrille, jovens americanos que se ofereceram para o exército francês antes de os EUA entrarem na Primeira Guerra Mundial e se tornaram os primeiros pilotos de caça do país.;Ação,Drama,História;6.5
Crimes Temporais;Um homem entra acidentalmente em uma máquina do tempo e viaja no tempo por quase uma hora. Encontrar-se será o primeiro de uma série de desastres com consequências imprevisíveis.;Mistério,Ficção científica,Suspense;7.1
Race Gurram;Two brothers have two different approaches to life. While one brother follows rules and regulations, the other does things his own way.;Ação,Comédia;7.3
Marcado na Mente;Returned home to his long-estranged mother upon a request from her deathbed, a man raised by his parents in an orphanage has to confront the childhood memories that have long haunted him.;Comédia,Drama,Fantasia;7.3
O Imbatível;"Quando o campeão dos pesos pesados George ""Iceman"" Chambers é preso, um gângster encarcerado organiza uma luta de boxe entre ele e o campeão da prisão.";Ação,Policial,Drama;6.1
Corrida do Açúcar;Um vilão de videogame quer ser um herói e se prepara para realizar seu sonho, mas sua procura traz perigo para toda a arcada onde ele mora.;Animação,Aventura,Comédia;7.7
Gângsters de Casaca;Charles (Jean Gabin), a sixtyish career criminal fresh out of jail, rejects his wife's plan for a quiet life of bourgeois respectability. He enlists a former cellmate, Francis (Alain Delon), to assist him in pulling off one final score, a carefully planned assault on the vault of a Cannes casino. Bad luck and Francis's lack of professionalism set the caper maddeningly...;Policial,Drama,Romance;7.3
Fogo de Outono;A retired auto manufacturer and his wife take a long-planned European vacation only to find that they want very different things from life.;Drama,Romance;7.8
Caiu do Céu;Ethics, being human and the soul come to the fore when a 7-year old finds a bag of Pounds just days before the currency is switched to Euros and learns what we are really made of.;Comédia,Policial,Drama;6.8
Get Thrashed;Get Thrashed: The Story of Thrash Metal is the story of how bands like Metallica, Megadeth, Slayer, Anthrax, Exodus and others pioneered a new form of heavy metal in the early 1980's.;Documentário,História,Musical;7.8
A Ceia dos Acusados;O ex-detetive Nick Charles e sua rica esposa, Nora, investigam um caso de assassinato apenas por diversão.;Comédia,Mistério;7.9
O Último Suspeito;Vincent Lamarca, cujo pai foi executado pelo sequestro de uma criança na década de 50, cresceu e se tornou um policial e acaba vendo seu próprio filho se tornar um suspeito de assassinato.;Policial,Drama,Mistério;6.1
Nunca Fui Beijada;Uma repórter de jornal se matricula no ensino médio como parte de uma investigação de história.;Comédia,Drama,Romance;6.0
Parque da Punição;"""Punishment Park"" is a pseudo-documentary purporting to be a film crews's news coverage of the team of soldiers escorting a group of hippies, draft dodgers, and anti-establishment types across the desert in a type of capture the flag game. The soldiers vow not to interfere with the rebels' progress and merely shepherd them along to their destination. At that point, ha...";Drama,Suspense;7.7
Clube Paraíso;A retired Chicago firefighter partners with a reggae singer to turn a seedy Caribbean nightclub into a resort for affluent tourists.;Comédia;5.0
Os Pequenos Dragões;A grandfather takes his two young grandsons on a camping trip for their karate tournament, and become involved in a kidnapping by a poor country family that lives in the woods.;Ação,Comédia;4.1
O Bobo e a Fera;Um troll feio é liberado acidentalmente, ele planeja transformar crianças em bonecos de madeira.;Comédia,Família,Fantasia;5.7
O Bobo da Corte;A hapless carnival performer masquerades as the court jester as part of a plot against an evil ruler who has overthrown the rightful King.;Aventura,Comédia,Família;7.8
Ardida como Pimenta;A história de Calamity Jane, seu salão e seu romance com Wild Bill Hickok.;Musical,Romance,Faroeste;7.2
A Condenação;Uma mãe trabalhadora matricula-se na faculdade de direito num esforço para representar seu irmão, que foi condenado injustamente por assassinato e esgotou suas chances de apelar de sua condenação através de defensores públicos.;Biografia,Policial,Drama;7.2
O Passado Não Perdoa;Rachel descobre que não é filha de um casal de rancheiros, mas uma descendente de índios raptada quando bebé. Agora, os índios regressaram e exigem-na de volta ao mesmo tempo que a família se divide entre a aceitação e a intolerância.;Drama,Romance,Faroeste;6.6
Absolute Giganten;Three friends from Hamburg spend one last night on the town before one of them leaves the city forever.;Comédia,Drama;7.6
Inland Sea;"Forsaken by the era of modernization of post-war Japan, Ushimado, a town so beloved by film director Shohei Imamura that he set two of his films there (""Black Rain"", ""Dr. Akagi""), is rapidly aging and declining. Its rich, ancient culture and the tight-knit community are also on the verge of disappearing. Portrayed in black and white photography, this latest observatio...";Documentário;7.4
Nayakan;A common man's struggles against a corrupt police force put him on the wrong side of the law. He becomes a don, who is loved and respected by many, but his growing power and influence exact a heavy toll.;Policial,Drama;8.6
A Dama na Água;"Cleveland Heep é zelador de um condomínio e descobre uma mulher estranha na piscina. Story é uma ""Narf"", uma criatura enviada para a terra para proteger a humanidade. Mas ela agora precisa da ajuda de todos para cumprir a sua missão.";Drama,Fantasia,Mistério;5.5
Tempestade de Gelo;Nos subúrbios de Connecticut, nos anos de 1973, as famílias de classe média que experimentam sexo casual e abuso de drogas encontram suas vidas além de seu controle.;Drama;7.4
Polytechnique;Uma dramatização do Massacre de Montreal de 1989, durante o qual várias estudantes de engenharia foram mortas por um misógino instável.;Policial,Drama,História;7.2
Zorns Lemma;A rhythmically edited alphabet composed of street and shop signs shot in New York City and other elements is gradually replaced by repeated seemingly abstract shots in this influential structuralist film.;Documentário;6.5
Cavadoras de Ouro;Um compositor rico resgata artistas desempregados da Broadway para uma nova obra.;Comédia,Drama,Musical;7.7
Um Crime Entre Amigas;Três das garotas mais populares do Reagan High matam acidentalmente a rainha do baile com um quebra-mandíbula quando um sequestro dá terrivelmente errado.;Comédia,Policial,Suspense;5.6
O Ciclo do Pavor;A Carpathian village is haunted by the ghost of a murderous little girl, prompting a coroner and a medical student to uncover her secrets while a witch attempts to protect the villagers.;Terror,Mistério;6.9
As Bem-Armadas;Um tenso Agente Especial do FBI faz par com um policial desbocado de Boston para derrubar um cruel traficante.;Ação,Comédia,Policial;6.6
Mamãe & Papai;Lena, a young Polish immigrant working as a cleaner at an airport, is invited to the family home of a co-worker, which turns sinister quickly as the family intend to 'adopt' her.;Terror,Suspense;5.9
Sete Oportunidades;A man learns he will inherit a fortune if he marries by 7PM that evening.;Comédia,Romance;7.8
Um Caso de Amor;Um jovem escritor tenta impressionar uma garota que encontra on-line com um perfil embelezado, mas se encontra numa verdadeira confusão quando ela se apaixona por ele e tem que mantê-lo assim.;Comédia,Romance;5.6
Azumi;Raised to deal in cold blooded death, the teenage assassin girl Azumi must defeat three evil warlords while also battling her own heart.;Ação,Aventura,Drama;6.8
A Trapaça;Um funcionário de uma empresa com um lucrativo processo secreto está tentado a traí-la. Mas há mais coisas envolvidas.;Drama,Mistério,Suspense;7.2
Sr. Sherlock Holmes;Um idoso e aposentado Sherlock Holmes lida com demência precoce, enquanto tenta se lembrar do seu último caso, e uma mulher misteriosa, cuja memória o persegue. Ele faz amizade com um fã, que quer que ele volte a trabalhar.;Drama,Mistério;6.8
As Quatro Plumas;Um oficial britânico renuncia ao seu posto pouco antes da batalha e, posteriormente, recebe quatro penas brancas de seus amigos e noiva como símbolos do que eles acreditam ser sua covardia.;Ação,Aventura,Drama;6.5
A Vaca;An old villager deeply in love with his cow goes to the capital for a while. While he's there, the cow dies and now the villagers are afraid of his possible reaction to it when he returns.;Drama;7.9
Duna;O filho dum duque lidera aos guerreiros contra o emperador galáctico e liberar seu mundo do seu reinado.;Ação,Aventura,Ficção científica;6.3
Império do Sol;Um jovem inglês luta para sobreviver á ocupação japonesa durante a Segunda Guerra Mundial.;Drama,História,Guerra;7.7
Marwencol;"Documentary about Mark Hogancamp. After a vicious attack leaves him brain-damaged and broke, Mark seeks recovery in ""Marwencol"", a 1/6th scale World War II-era town he creates in his backyard. Inspired the movie Bem-vindos a Marwen (2018)";Documentário,Biografia,Fantasia;7.5
Mestre Kam: A Lenda;A martial artist/doctor steals from the corrupt authorities as a masked thief to give to the poor while another martial artist/doctor is forced to hunt him down. But a major threat unites them as a powerful and traitorous shaolin monk takes over the authorities.;Ação,Policial,Drama;7.5
Amor por Contrato;Uma família aparentemente perfeita muda-se para um bairro suburbano, mas, com relação ao verdadeiro o motivo de estarem morando ali, eles não são honestos com seus vizinhos.;Comédia,Drama;6.4
Cadê a Minha Entrega?;Donald Faison interpreta um entregador infeliz que se vê no centro de um negócio de drogas que deu errado na Nex Day Air, uma comédia de ação com um elenco de astros.;Ação,Comédia,Policial;5.7
Uma Boa Ação;O empresário Wesley Deeds é sacudido de sua vida quando conhece Lindsey, uma mãe solteira que trabalha com a equipe de limpeza em seu prédio de escritórios.;Comédia,Drama,Romance;5.6
Alvo Duplo;Após ver seus respectivos parceiros morrerem, um homem de Nova Orleans e um detetive de Washington, formam uma aliança para derrubar seu inimigo comum.;Ação,Policial,Suspense;5.7
A Experiência;Um grupo de cientistas tenta rastrear e capturar uma assassina alienígena antes que ela acasale com um humano.;Ação,Terror,Ficção científica;5.8
Depois dos 30;A groom and his three best men travel to the Australian outback for a wedding.;Comédia,Romance;5.6
Olho por Olho;After surviving a gang rape and mugging, a middle aged businesswoman and her 23 year old boyfriend plot to murder their attackers, but find themselves conflicted about carrying out their plans.;Policial,Drama,Terror;5.5
Amar foi Minha Ruína;"Um escritor se apaixona por uma jovem ""socialite"" e eles logo se casam. Mas seu amor obsessivo por ele ameaça destruí-los a ambos e a todos ao seu redor.";Drama,Filme noir,Romance;7.6
Mad Max;Em um mundo autodestrutivo, um policial australiano pretende deter um grupo violento de motociclistas.;Ação,Aventura,Ficção científica;6.8
Noroeste;On an island beach a woman vows to avenge her brother's death at the hands of a pirate leader. With help, the woman spies on the pirates and then gets a job as bodyguard to the pirate leader.;Aventura,Drama,Fantasia;6.8
Madagascar;Um grupo de animais que passou a vida toda num zoológico de Nova York acaba nas selvas de Madagascar e deve se adaptar a viver selvagemente.;Animação,Aventura,Comédia;6.9
Bandidas;No México da virada do século, duas mulheres muito diferentes se tornam uma dupla de assaltantes de bancos, num esforço para combater um agente implacável que aterroriza sua cidade.;Ação,Comédia,Policial;5.7
Let's Get Lost;Documentary on the life of jazz trumpeter and drug addict Chet Baker. Fascinating series of interviews with friends, family, associates and lovers, interspersed with film from Baker's earlier life and some modern-day performances.;Documentário,Biografia,Musical;7.8
Positivamente Millie;In New York City during the Roaring Twenties, would-be flapper Millie Dillmount's self-appointed mission to marry her boss is complicated by white slavers and true love.;Comédia,Musical,Romance;6.8
Juan dos Mortos;Um grupo de vagabundos é confrontado por um exército de zumbis. O governo cubano e a mídia afirmam que os mortos-vivos são dissidentes que se rebelam contra o governo.;Ação,Comédia,Terror;6.4
S.O.S. do Amor;On a Caribbean cruise, Jenny is marooned on a beach with her rock and roll idol. Deliriously in love with the idea of time alone with him, she manages to hide the fact that they're a stone's throw away from their resort.;Aventura,Comédia,Romance;4.8
Santouri;Not being able to work because of the religious country's prejudice against music, a talented Santour player has to deal with poverty, addiction and the absence of his ex-wife.;Drama,Musical,Romance;7.5
Beijando Jessica Stein;A woman searching for the perfect man instead discovers the perfect woman.;Comédia,Drama,Romance;6.6
Wrong;Dolph Springer wakes up one morning to realize he has lost the love of his life, his dog, Paul. During his quest to get Paul (and his life) back, Dolph radically changes the lives of others -- risking his sanity all the while.;Comédia,Mistério;6.2
Parque do Inferno;Um assassino em série mascarado transforma um parque de diversões temático de horror em seu próprio parque de diversões, aterrorizando um grupo de amigos enquanto o resto dos patrões acredita que tudo isso faz parte do espetáculo.;Terror,Suspense;5.5
Traição;Durante sua festa de 50 anos, organizada por sua esposa, a vida de Remco toma um rumo pior. Seus parceiros comerciais estão tramando negócios nas suas costas, e sua ex-amante aparece grávida.;Comédia,Drama,Romance;6.1
Action Jackson;Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.;Ação,Comédia,Policial;5.5
Os Infelizes;A thirty-something novelist and impending father looks back on his all-too-formative years in the hapless, alcohol-ridden milieu of his youth in 1980s rural Flanders, Belgium.;Comédia,Drama;7.3
Trama Fantasma;Nos anos cincuenta em Londres, Reynolds Woodcock é um famoso costureiro que se apaixona por a Alma, e se volta sua musa e amante.;Drama,Romance;7.4
Onde Está Megan?;Duas adolescentes conhecem um predador infantil na internet.;Drama,Terror,Suspense;4.6
O Rei e o Pássaro;A chimney sweep and a shepherdess seek to escape from the clutches of a tyrannical king.;Animação,Família,Fantasia;7.7
Segredos de Sangue;Depois que o pai da Índia morre, seu tio Charlie, que ela nunca soube que existia, passa a morar com ela e sua mãe instável. Ela chega a suspeitar que esse homem misterioso e encantador esconde motivos e se apaixona cada vez mais por ele.;Drama,Suspense;6.8
Lilo & Stitch;Uma garota havaiana adota um animal de estimação incomum que, na verdade, é um alienígena fugitivo.;Animação,Aventura,Comédia;7.3
2067;A viagem de um homem para o futuro para salvar um mundo moribundo.;Mistério,Ficção científica;4.9
Noite de Reis;Shakespeare's comedy of gender confusion, in which a girl disguises herself as a man to be near the count she adores, only to be pursued by the woman he loves.;Comédia,Drama,Romance;7.1
Lenda Urbana;Um estudante universitário suspeita que uma série de mortes estranhas estão relacionadas a certas lendas urbanas.;Terror,Mistério,Suspense;5.6
A Maldição;Um advogado obeso é amaldiçoado por um cigano para perder peso rapidamente e de forma incontrolável.;Fantasia,Terror;5.8
Cactus Jack, o Vilão;Diante da forca, um assaltante de banco faz um acordo com o banqueiro corrupto para evitar a execução em troca de uma tarefa suja.;Comédia,Faroeste;5.3
Mutluluk;When an unmarried teenage girl is believed by her family to have given up her virginity, she is ordered to be killed out of shame. But before her relative is able to complete the task, the two encounter a college professor.;Drama;7.5
O Prisioneiro de Zenda;An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped.;Aventura,Drama,Romance;7.6
Zhivyot takoy paren;The story of an Altai truck driver, a kind and outgoing person, who loves life. But it turns out that he can also be a hero, when he prevents the explosion of a gasoline truck by risking his life.;Comédia,Romance;7.7
Norma Rae;Uma jovem mãe solteira e trabalhadora têxtil concorda em ajudar a sindicalizar sua fábrica, apesar dos problemas e perigos envolvidos.;Drama;7.3
Operação Valquíria;Dramatização sobre a tentativa de golpe e assassinato de Hitler em 20 de julho de 1944, levada a efeito por oficiais do Exército Alemão desesperados para pôr um fim na Segunda Guerra Mundial.;Drama,História,Suspense;7.1
Corpos Ardentes;No meio de uma onda de calor escaldante da Flórida, uma mulher convence seu amante, um advogado de cidade pequena, a assassinar seu marido rico.;Policial,Drama,Romance;7.4
La escopeta nacional;Jaume Canivell, Catalan manufacturer of mechanical porters, accompanies his lover on a hunt to relate to important people. The farm where it is organized is full of strange characters.;Comédia;7.3
Os Bandidos do Tempo;Um garoto acidentalmente se junta a um bando de anões que viajam no tempo, enquanto pulam de época em época procurando tesouros para roubar.;Aventura,Comédia,Fantasia;6.9
Traídos pelo Desejo;Un soldado británico es secuestrado por terroristas de la IRA y entabla amistad con uno de sus captores.;Policial,Drama,Romance;7.2
Cruzes de Madeira;World War 1 begins and a young man enlists to fight for his country.;Drama,Guerra;7.7
Frost/Nixon;Três anos após sair da Casa Branca, Nixon vai dar uma entrevista ao jovem David Frost, para se reabilitar e voltar à política. Mas o que se seguiu foi um duelo televisivo seguido por milhões de pessoas ao longo de quatro noites.;Biografia,Drama,História;7.7
Pearl Jam Twenty;A documentary on the band Pearl Jam that marks their 20th anniversary in the year 2011.;Documentário,História,Musical;8.2
Todos Porcos;A young hoodlum decides to work for a criminal organization that is tearing itself apart.;Ação,Comédia,Policial;7.5
A Estratégia da Aranha;A man returns to the place where his father was murdered and tries to find closure. But he finds himself in a similar predicament as his late father instead.;Drama,Mistério;6.9
Insiang;The life of a young girl living with her mother in the slums of Manila becomes unbearable when her mother's young boyfriend moves in with them.;Drama;7.5
Cisne Negro;Uma bailarina luta para manter sua sanidade trás obtener o papel principal no Lago dos Cisnes.;Drama,Suspense;8.0
Metaal en melancholie;In 1992, Peru was just emerging from one of its darkest moments in its entire republican history (1821- onwards). A cataclysmic economic meltdown and over 10 years of death and conflict brought upon by the Sendero Luminoso guerrilla had left deep scars in the Peruvian population. Furthermore, Alberto Fujimori had just dissolved the congress and senate in order to obta...;Documentário,Drama;7.9
As Palavras;Um escritor no auge de seu sucesso literário descobre o alto preço que ele deve pagar por roubar a obra de outra pessoa.;Drama,Mistério,Romance;7.0
Não me Toque;Após a agitação civil de maio de 1968 na França, um surdo-mudo e um vigarista tropeçam ao mesmo tempo nos resquícios de uma sociedade secreta.;Drama,Mistério;7.5
Der Verlorene;German scientist murders his fiancée during World War II when he learns that she has been selling the results of his secret research to the enemy.;Policial,Drama,Suspense;7.0
Khartoum;No Sudão Anglo-Egípcio surgiu um pregador que se declarou o Messias do Islão: o Mahdi. Decidido a impedir um massacre, o governo britânico envia o General Gordon numa missão quase impossível: defender a cidade de Cartum.;Ação,Aventura,Drama;6.8
Jogada de Verão;Uma menina rica cuja família passa os verões no Cape Cod tem um caso com um pobre rapaz local que espera tornar-se um jogador da liga principal de beisebol.;Comédia,Drama,Romance;5.0
Velocidade Máxima 2;Um hacker de computador invade o sistema do navio cruzeiro Seabourn Legend, e o coloca em rota de colisào com um gigantesco petroleiro.;Ação,Aventura,Policial;3.9
It's Entertainment;Akhil, an underdog and a failure, comes to know that his real father is a rich diamond merchant who has just passed away. When he goes to retrieve his wealth, he learns that a dog has inherited it.;Ação,Comédia,Drama;4.4
Hungama;The story of a bunch of misfits whose misconception about each others backgrounds end up in a series of chaotic, yet comic outcomes.;Comédia,Drama,Romance;7.6
Cidade do Crime;As vidas de três residentes de Staten Island em Nova York se cruzam enquanto eles lutam para progredir.;Comédia,Policial,Drama;5.9
O Homem Sem Passado;M chega a Helsinque apenas para ser atacado por bandidos e declarado morto por médicos. Ele revive, mas sem memória de seu passado ou de sua identidade. Ele reconstrói sua vida a partir do zero, mas o passado inevitavelmente o alcança.;Comédia,Drama,Romance;7.6
Só Nos Resta Chorar;In the 80s, two friends misteriously wake up in the XV century and clumsly try to intermingle with the society of the time.;Comédia,Fantasia;7.6
Escola de Rock;Depois de sair de sua banda de rock, Dewey Finn se torna num professor substituto de uma escola particular e tenta transformá-los em uma banda de rock.;Comédia,Musical;7.2
Chemi bednieri ojakhi;Em uma sociedade patriarcal, uma família vive com três gerações baixo o mesmo teto. Todos ficam surpresos quando Manana, de 52 anos, decide sair da casa e viver sozinha. Sem sua família, ela começa uma viagem para o desconhecido.;Drama;7.4
A Mulher do Dia;Rival reporters Sam and Tess fall in love and get married, only to find their relationship strained when Sam comes to resent Tess' hectic lifestyle.;Comédia,Drama,Romance;7.2
Os 6 Ridículos;Um bandido que foi criado por nativos americanos descobre que ele tem cinco meio-irmãos, Juntos, os homens partem em uma missão para encontrar seu pai desobediente e impassível.;Ação,Aventura,Comédia;4.8
Gunga Din;Na à ndia do século XIX, três soldados britânicos e um portador de água nativo devem parar um reavivamento em massa secreto do culto Thuggee assassino antes que ele possa invadir a terra.;Aventura,Comédia,Guerra;7.2
Desonrada;The Austrian Secret Service sends its most seductive agent to spy on the Russians.;Drama,Romance,Guerra;7.2
Rota Suicida;Um policial duro, mas medíocre, é designado para escoltar uma prostituta sob custódia de Las Vegas a Phoenix, para testemunhar em um julgamento da máfia, porém muitas pessoas estão literalmente apostando que não chegarão vivos à cidade.;Ação,Policial,Suspense;6.4
Um Tira da Pesada II;Axel Foley retorna a Beverly Hills para ajudar Taggart e Rosewood a investigar o tiroteio do chefe Bogomil e uma série de crimes associados a ele.;Ação,Comédia,Policial;6.5
Quem Sabe?;Quick-witted, well-read cultured types revolve around each other in a delightful potpourri of theatre, romanticism and theft.;Comédia,Policial,Drama;6.9
O Martelo das Bruxas;In the 1600s, an overzealous clergy hauls innocent women in front of tribunals, forces them to confess to imaginary witchery, and engages in brutal torture and persecution of their subjects.;Drama,História,Terror;7.8
Bolas em Pânico;Down-and-out former professional ping-pong phenom, Randy Daytona, is sucked into a maelstrom when FBI Agent Ernie Rodriguez recruits him for a secret mission. Randy is determined to bounce back and win, and to smoke out his father's killer -- arch-fiend Feng.;Comédia,Policial,Esportes;5.3
Convenção das Bruxas;Uma criança pequena se depara com uma convenção de bruxa e deve detê-la, mesmo depois de ele se tornar um rato.;Aventura,Comédia,Família;6.8
Trágica Obsessão;Um rico empresário de Nova Orleans fica obcecado por uma jovem que se parece com sua esposa.;Drama,Mistério,Suspense;6.7
Public Speaking;A feature-length documentary starring Fran Lebowitz, a writer known for her unique take on modern life. The film weaves together extemporaneous monologues with archival footage and the effect is a portrait of Fran's worldview and experiences.;Documentário;7.7
As Tartarugas Ninjas;Quatro tartarugas ninjas mutantes adolescentes emergem das sombras para proteger a cidade de Nova Iorque.;Ação,Aventura,Comédia;6.7
Um Crime de Paixão;A priest on the lam takes up with a traveling band of actors, who then discover a murder has occurred and try to solve it by recreating the crime in a play.;Policial,Drama,Mistério;6.4
Corações Perdidos;Doug e Lois tiveram o casamento abalado devido a uma tragédia familiar, ocorrida anos atrás. Após conhecer a Mallory, uma jovem dançarina de strip club, o casal redescobre o real motivo que os uniu.;Drama;6.9
Sócios no Amor;A woman cannot decide between two men who love her, and the trio agree to try living together in a platonic friendly relationship.;Comédia,Romance;7.4
A Terceira Geração;A wildly anarchic satire of urban guerrilla warfare in which a band of leftist radicals inadvertently become puppets of the West German government, which uses them to justify its authoritarian policies.;Policial,Drama;6.8
O Retorno;A young woman from the future forces a local gunman to help her stop an impending alien invasion which will wipe out the human race.;Ação,Aventura,Ficção científica;6.4
India: Matri Bhumi;Several stories depicting the landscapes and fauna of India are mixed with documentary footage.;Documentário,Drama;7.2
Garota Veneno;Uma adolescente atraente e popular, que é mesquinha com os outros, se encontra no corpo de um homem mais velho e deve encontrar uma maneira de voltar ao seu corpo original.;Comédia,Fantasia;5.5
O Caminho do Arco-Íris;An Irish immigrant and his daughter move into a town in the American South with a magical piece of gold that will change people's lives, including a struggling farmer and African American citizens threatened by a bigoted politician.;Família,Fantasia,Musical;6.1
Bullet Ballet;A man sees his life changed forever when his fiancee shoots herself. Baffled, he wants by all means to obtain such a weapon of destruction and he finds himself caught in the middle of a violent group of young vicious punks. They first beat him severely and then he seeks revenge with his fist, then with a gun. Everything from then on is a complete downward spiral.;Policial,Drama,Ficção científica;6.9
Assassino Invisível;Um assassino em série encapuzado aterroriza os residentes de uma pequena cidade de Arkansas.;Policial,Drama,Terror;6.0
007 Contra Spectre;Uma mensagem enigmática leva ao James Bond numa misteriosa organização terrorita chamada Spectre.;Ação,Aventura,Suspense;6.8
O Amor Custa Caro;Miles é um advogado especialista em divórcios, famoso por fazer acordos pré-nupciais à prova de fraudes. Marylin é uma bela mulher especialista em divorciar-se, e por quem ele comete o erro de se apaixonar. Haverá amor em meio ao lucro?;Comédia,Policial,Romance;6.3
Eva - Um Novo Começo;Um gênio tímido é contratado por sua antiga universidade para projetar o software de um robô.;Aventura,Drama,Fantasia;6.6
Aprovados;Um preguiçoso do ensino médio que é rejeitado por todas as escolas em que se inscreve escolhe criar sua própria instituição de ensino superior, o Instituto de Tecnologia South Harmon, em uma propriedade perto de sua cidade natal.;Comédia;6.4
Por uma Boa Briga;Two best friends and former middleweight contenders travel to Las Vegas to fight each other for the first time.;Comédia,Drama,Esportes;5.5
